row_number,source,author_id,gold_hsd_answer,local_llm_prediction,failure_type,cleaned_text
456,measuring_hate_speech,pseudo_5216638e50bf,0,1,false_positive,[STYLE] this nigga is hilarious [EMOJI] url
457,measuring_hate_speech,pseudo_c1303fc1adfd,0,1,false_positive,Anybody out there wonder why people are fleeing NYS? Politicians like this. I think her and Schumer wanna build a wall on [LOCATION]'s southern border to stop people from leaving. And believe me Syracuse doesn't want any more illegal immigrants sucking off the taxpayers!
458,measuring_hate_speech,pseudo_4717ba91287b,0,1,false_positive,"They won't put any energy into immigration reform because they want power that illegal immigrants can give them. There care nothing about the American people, NOTHING!!! Sorry, pathetic people sitting in our house! Liars, cheaters, divides, anti semitic rhetoric, god the list goes on!"
460,measuring_hate_speech,pseudo_f57e7ad96b27,0,1,false_positive,And still deafening silence from [PERSON] at [LOCATION] to Bilawal Bhutto Govt in [LOCATION]. This shocking news might have caused huge hue&cry and emergency in any decent country. In [LOCATION] is as usual bcz these are children of lesser god who r counted only @ polls time. URL
461,measuring_hate_speech,pseudo_1cc18302447c,0,1,false_positive,"I can see the link to Saudi Arabia, Muhammad was also a pedophile. A sanctuary in case he had to flee."
462,measuring_hate_speech,pseudo_0f3385b661f1,0,1,false_positive,see autism high function is still fuck sh8t and i wanna die every day
463,measuring_hate_speech,pseudo_466f6160cb4d,0,1,false_positive,China is teaching young African boys ancient martial arts that were passed down from father to son and perfected for millennia. You're putting your [AGE] son in pink frilly dresses and calling him a little girl because the TV told you to.   URL
464,measuring_hate_speech,pseudo_3068b8dd459f,0,1,false_positive,[USER] I am also a Hindu and I think u are mentally sick and stupid URL u think other Hindus also think like you or maybe sick and stupid like you?
467,measuring_hate_speech,pseudo_07d9b8de2d93,0,1,false_positive,I would fuck that pussy like a dog in heat
468,convabuse,pseudo_8beaff194c10,0,1,false_positive,you gimp
469,measuring_hate_speech,pseudo_95d70972e20c,0,1,false_positive,"Stupid Europeans, as their Countries are taken over & given to parasites, as their Women are raped & laws,ignored, as they are replaced, this is what they follow."
471,measuring_hate_speech,pseudo_bb5cfa222308,0,1,false_positive,We stand for Trump. Ur squad is full of chumps. Keep talking shit and these illegals will get some lumps.... Wait hold up. Is this not the rap battle?
472,measuring_hate_speech,pseudo_8959563a4916,0,1,false_positive,[USER] Shut the fuck up kike I'm an Islamic art posting page you degenerate
476,measuring_hate_speech,pseudo_1adbb9a36170,0,1,false_positive,"calling God's word retarded, lemme know how that turns out for ya"
479,convabuse,pseudo_75f5581222dd,0,1,false_positive,will you fuck me?
481,measuring_hate_speech,pseudo_06d8480e6f84,0,1,false_positive,"seriously, since the las vegas, i don't remember any other racial mass-shooter profiles. all white male+incel+white supremacy+racist+hatred+domestic terrorists. how many innocent ppl should die cuz of this stupid bullshit! #GunControlNow  URL"
482,measuring_hate_speech,pseudo_1652ec878842,0,1,false_positive,"niggies of slave origin and off the boat bobos, should leave my country and make Africa a lesser shithole"
486,convabuse,pseudo_1dec112b06f0,0,1,false_positive,i want to kill eliza
492,convabuse,pseudo_d51cf75b99b5,0,1,false_positive,does mia want to get into your pants
493,convabuse,pseudo_f4e75fd4d230,0,1,false_positive,You're a total bitch/
495,toxic_spans,pseudo_c5a1e8f1db06,0,1,false_positive,"Ridiculous this is the death nail in the coffin for the Federal Liberals. They die forever now. We are straght up being destroyed, our quality of life is severely deteriotaing and these clowns, many immigrants themselves, in the Federal government are telling us to send in more immigrants?\nNO! We are fed up, Heated tents for foreign illegal immigrants, nothing for our own homeless. These people in the Liberal Party HATE US ALL who were born here.\nMy ancestors fled Stalin. Stalin used foreign immigrants to destroy local populations and remake them as he saw [PERSON]. My ancestors fled that, now Trudeau is bringing Stalin here."
496,convabuse,pseudo_e794d45d9b86,0,1,false_positive,fuck
497,convabuse,pseudo_80a79f13a384,0,1,false_positive,You are an imbosile
498,convabuse,pseudo_99c640124d27,0,1,false_positive,jerk
499,convabuse,pseudo_4bd2f7d051a5,0,1,false_positive,yoyr gay
502,convabuse,pseudo_04c09ab50e0e,0,1,false_positive,there was a time were all the people in the world were gay and so were u hahahahahaha
503,convabuse,pseudo_2c0e6c5c4952,0,1,false_positive,Cunt
507,toxic_spans,pseudo_4182d368bd82,0,1,false_positive,Lock them up!
512,toxic_spans,pseudo_e6a6784a526f,0,1,false_positive,"Nazi was an acronym for nationalist socialist. But that didn't mean they were Socialists. They were right-wing fascists. ISIS does not represent anybody but a group of radical idiots. \nGet educated, and get back to me with a reasonable argument if you have one."
514,toxic_spans,pseudo_8d8c2b6153c6,0,1,false_positive,I guess the Russians undermined Bernies campaign and wrote [PERSON]'s idiotic emails.
517,toxic_spans,pseudo_6903d0353216,0,1,false_positive,"Another Obama failure,  I remember being sick to my stomach when the story first came out.  Time magazine had done a featured article on the men who had died looking for this moron."
518,convabuse,pseudo_92652251f976,0,1,false_positive,vai te pra puta que te pariu bot imundo do caralho
522,toxic_spans,pseudo_7e6460e73f94,0,1,false_positive,"With jerks like this prof, our UAA system is doomed. His peers should work to get him out of the university ASAP.  Stupid is as stupid does. I'd bet this man thinks he's a real sophisticated, highly educated man. Wow, his common sense must have disappeared if it ever existed, maybe he's eating his paints?"
523,convabuse,pseudo_ecebe5dcf552,0,1,false_positive,Does it please you to believe I am not inteligent niels is gay and martijn is a nerd and furthermore loth is the man plus im going to trow i in a vulcano?
524,convabuse,pseudo_6dab47bf9bc3,0,1,false_positive,Raping a four-year-old is mean!
526,toxic_spans,pseudo_3d7d6e82d562,0,1,false_positive,"The whole idea is stupid.It's like inviting Italian immigrants,and telling them they cannot cook pasta,listen to opera,and dress a certain way that they like to dress. Inviting Islam to the West is the stupidest idea in the history of ideas,and Merkel is a fool for even trying. Had she known anything about history,perhaps she would  not have made the mistakes she has made.\nWake up,people!! Read a book!"
534,convabuse,pseudo_949414677036,0,1,false_positive,because you bud is shity
536,tweet_eval_hate,pseudo_4dadf67caa1f,0,1,false_positive,First thing they say is that you a hoe . Bitch where...
540,tweet_eval_hate,pseudo_2565b5722b6a,1,0,false_negative,"[USER] On the way home from stealing at walmart they wreck the car they are driving with stolen plates, no insurance and no drivers licence. To cover the expense, MY car insurance goes up $50 every 6 months. #SendThemBack #BuildTheWall"
541,tweet_eval_hate,pseudo_427af21639ac,0,1,false_positive,[USER] nah I'm not gonna call you that  that's for whores     you just my bitch ;)
543,tweet_eval_hate,pseudo_6572ea21c9d0,1,0,false_negative,#Midterms #VoteRed2018 Please remember Mollie Tibbets life was taken by an Illegal!! #BuildThatWall Please Retweet! Please Retweet! Please Retweet! [USER] [USER] [USER] [USER] [USER] [USER] [USER] [USER] RETWEET!
549,tweet_eval_hate,pseudo_ace9e8657741,0,1,false_positive,Definition of a whore/trash/piece of dirt/bitch
552,tweet_eval_hate,pseudo_46f99c16351d,0,1,false_positive,Theon greyjoy is a cunty cunt that deserves getting his dick cut off. Traitorous bitch #gameofthrones
554,tweet_eval_hate,pseudo_72665da8855a,0,1,false_positive,[USER] Tucker an arrogant ahole! A Trump bitch!
555,tweet_eval_offensive,pseudo_92d4a42a5fe1,0,1,false_positive,"liberalismisamentaldisorder, but it is also a danger to our country. [TAG] are showing themselves to be utterly hateful. they do not care about truth, they only care about power."
562,tweet_eval_hate,pseudo_e452567b6894,0,1,false_positive,"It baffles me that women allow themselves to get mistreated by ain't shit ass dudes. BITCH you beautiful, act like it!!!!"
564,tweet_eval_hate,pseudo_b40001a167a8,0,1,false_positive,Where are you going whore? Fucking bitch. -Random stranger I walked by today. I swear I am getting grief from everyone these days.
566,tweet_eval_hate,pseudo_ebc169bf4db5,0,1,false_positive,"democrats are the party of hatred. they can only spew hatred and lies. democrats have no business trying to lead a country with hatred. trump has encouraged prosperity for all americans, giving us an attitude of gratitude! [TAG] [TAG] [TAG] [TAG] [TAG] no daca [TAG]"
568,tweet_eval_hate,pseudo_2493d0759df8,0,1,false_positive,Ronnie is a fucnign cunt asshole bithc I want him to get knocked out
571,tweet_eval_hate,pseudo_9ebbef3f8129,0,1,false_positive,[USER] [USER] [USER] In my experience the most extremely-hateful-covert-racist are elderly rich ppl if they are not involved in a #GodRevering #ChristianLife #WalkAway #VoteAllDemsOut #Midterms2018 #VoteRedToSaveAmerica #DrainTheSwamp #LockThemAllUp #BuildThatWall #DeportThemAll #NeverForget #KAG
573,tweet_eval_hate,pseudo_2c8f2e67875c,0,1,false_positive,[USER] farm rapes are real too bitch
576,tweet_eval_hate,pseudo_3f70bdc1bded,0,1,false_positive,"funny how my whole middle school bullied me but now they either turned out weird , fat , or ugly [STYLE] my bitch karma dont know how to act [EMOJI]"
577,tweet_eval_hate,pseudo_d655c73adced,1,0,false_negative,#sendthemback take care of your #people [USER] [USER]
579,tweet_eval_hate,pseudo_96fe1c4f94a6,0,1,false_positive,I'll never eat another bitch pussy as long as I'm breathing you hoes are nasty
584,tweet_eval_hate,pseudo_f7b80cacf433,0,1,false_positive,Don't nothing move til I sign you hoes mightiest well be my side bitch 😍😘💸💰
585,tweet_eval_hate,pseudo_ea2b78ed7a2b,0,1,false_positive,[USER] [USER] you go and lick the shoe of italian bitch
589,tweet_eval_offensive,pseudo_cd393c13aa86,0,1,false_positive,"30. By people disguised as good guys, wearing all black, no concern of bystanders being shot - FBI, Antifa, Vegas shooting"
591,tweet_eval_hate,pseudo_e7c5abc17673,0,1,false_positive,"Everyone makes the 'Are traps gay?' debate about straight dudes and trap women, but never about day dudes and cunt bois."
593,tweet_eval_offensive,pseudo_3981fa4e86b6,0,1,false_positive,"[TAG] the moment [TAG] is exposed as a fraud, expect a new accuser to surface. liberals are a one trick pony. liberalism is amental disorder"
596,tweet_eval_offensive,pseudo_dba69f8aabc3,0,1,false_positive,"#Dems are disgusting. They only believe women who accuse conservatives of abuse crimes. When liberals are accused, they ignore the accusations."
598,tweet_eval_hate,pseudo_7101feb49834,0,1,false_positive,"Possibly because [USER] is a whoring son-of-a-bitch,ya see he's a POLICY guy & an ASSHOLE  And,his time in [LOCATION]…"
602,tweet_eval_hate,pseudo_4566b7f198d7,0,1,false_positive,Any woman voting BLUE votes for Sharia#BanSharia#BanIslam#StoptheInvasion
607,tweet_eval_hate,pseudo_c966f07ab828,1,0,false_negative,why females assume you got hoes ? like bitch ian got no hoes [EMOJI]
609,tweet_eval_offensive,pseudo_6a262d813185,0,1,false_positive,[TAG] are so pathetic! innocent until proven guilty mean much? [TAG] should look at their own party if they need a rapist to hang! kavanaugh is innocent [TAG] . [TAG] are straight from the pitts of hell [EMOJI]
617,tweet_eval_hate,pseudo_c8d314a32a44,1,0,false_negative,ICE files detainer against man suspected of shooting Fort Myers police officer via [USER] Yet another shooting of a citizen and police officer that would not/should not have happened if our laws were enforced.#DeportThemAll
618,tweet_eval_hate,pseudo_1344f0e3749a,0,1,false_positive,"[USER] I'll always talk to you bitch. Weve been through a lot and when I can't handle life(you know me)I know I have you, hoe! ♥️ u"
620,tweet_eval_offensive,pseudo_4b4b1edc87e8,0,1,false_positive,"#Barbara Boxer If LIBERALS Want to Use RAPE as a Political Tactic! THEY Had Better Have Some HARD EVIDENCE! Her Word Isn't Evidence!!! Its Called [PERSON] . On that note, I Could Say ' YOU  ' Cornered Me In A Bathroom, And put YOUR Hands All Over Me' 35 Years Ago. PROVE ME WRONG"
624,tweet_eval_hate,pseudo_0d914615d261,0,1,false_positive,Hate when ppl text my phone and i don't know the number but I ask who is this and ask me a question bitch stop texting my phone whoever u r
626,tweet_eval_hate,pseudo_d574cd909444,1,0,false_negative,[USER] if its gets you upset - hes the best man for the job. [TAG] [TAG] [TAG]
628,tweet_eval_hate,pseudo_32fb73744a54,0,1,false_positive,These lil mut whores keep dickeating my man and they not even fans like bitch gtfoh
631,tweet_eval_hate,pseudo_8774a6e11aa1,0,1,false_positive,[USER] We dont care if your meeting Jesus.Bring a vote to the floor BEFORE the mid terms so we can see who voted against the security of our country. We will vote for those who want to #BuildThatWall .It's either that or shut it down.Your work for us.
633,tweet_eval_hate,pseudo_34c3f7f31fa4,0,1,false_positive,[USER] can't happen fast enough![USER] strikes again!the right people can make such a difference!best thing trump has done!no amnesty no hr392 noh4ead [TAG] #nodaca [TAG] #notnvisa
634,tweet_eval_hate,pseudo_f5183c17d476,0,1,false_positive,Drink a whole glass of water right now bitch.
636,tweet_eval_hate,pseudo_814670e22b45,1,0,false_negative,"[USER] No they shouldn't. #NoDACA, #NoAmnesty.Dreamers could be allowed to apply for legal migration once deported without being penalized for their deportation. Fine. But no amnesty for anyone who's an illegal. The days ignoring illegal immigration are over. Stop it.#BuildTheWall."
639,tweet_eval_hate,pseudo_6d93769afbce,0,1,false_positive,[USER] [USER] WELUVTRUMP TRUMP2020 MAGA KAG BUILDTHATWALL WELUVTRUMP WEGOALL
643,tweet_eval_hate,pseudo_5c2f2af3eb33,1,0,false_negative,[USER] #NoDaca #NoAmnesty #NoAnchorBabies 2 illegals do not make a legal #BuildTheWall
645,tweet_eval_hate,pseudo_d329bceb28b5,0,1,false_positive,Im tired of these im a gangster ass hoes 😂😂 bitch you don't even know how to reload a gun and don't know where the safety at
647,tweet_eval_offensive,pseudo_d0a498236283,0,1,false_positive,"#ColinKapernaeck has done nothing but sit on his ass and complain. It’s time black people and die hard white liberals, who think they are down with the cause aka [USER] to wake the heck up or STFU! Colin is not a Civil Rights hero or martyr. No where near it."
652,tweet_eval_hate,pseudo_67c289f7ff52,0,1,false_positive,"yeah, she says that until some [TAG] boots walks all over her. note, that is [TAG] of her to wish for the demise of a race. its not ok."
655,tweet_eval_hate,pseudo_f52d42dcbaa5,0,1,false_positive,[USER] Perro stop acting like I don't always chop u up Bitch
656,tweet_eval_offensive,pseudo_c018c2f270ae,0,1,false_positive,[USER] I BET she is a lot safer when she has sex now tho ? Or she wouldn’t have just one but a few kids . Why cant moms get dicked down too ?
657,tweet_eval_hate,pseudo_627884e2fa96,0,1,false_positive,I'm not about to wash a grown ass man dishes. Bitch I don't live with you or contributed to that filth. Hoe you NAS…
659,tweet_eval_hate,pseudo_df759a73db5a,0,1,false_positive,He's an asshole anyway. He's in the army and sees everyone else as being far below him. He's so full of himself and he's an unfunny cunt.
660,tweet_eval_hate,pseudo_35bbcf974910,0,1,false_positive,nigga im hoott dont speak on me you bitch ass nigga . niggas die for that shit you ready for that life hoe ass nigga
661,tweet_eval_hate,pseudo_afa8d3b24a41,0,1,false_positive,"[USER] Yes, walls can do just that. #BuildThatWall"
665,tweet_eval_hate,pseudo_daab4b41b36f,1,0,false_negative,We need to show people more of what's really happening in the EU countries who have open borders! [USER] [USER] [USER] [USER] [USER] [USER] #BuildThatWall #WakeUpAmerica [USER] #MAGA #TuesdayThoughts
667,tweet_eval_hate,pseudo_e7d252dd2ae5,0,1,false_positive,"[USER] saying ""Trump's a bitch, I'll make his whole brand go under!"" Back in [LOCATION] so much bet…"
669,tweet_eval_hate,pseudo_a3aefb5cac17,0,1,false_positive,[USER] My bitch brother.
671,tweet_eval_hate,pseudo_750135d96ecc,0,1,false_positive,i need a bad bitch to rape me today.
673,tweet_eval_offensive,pseudo_371c16ccdba1,0,1,false_positive,"#Conservatism101   It's not about our disagreements with #Conservatives. Its that Conservatives can't debate honestly, and they have no integrity. Whatever gets them thru today, is all that matters to them. They're fundamentally dishonest people."
675,tweet_eval_hate,pseudo_8968532fbb19,1,0,false_negative,"where is this? brazil? uganda? sudan? nope, it is france. got to love that cultural enrichment thing going on. [TAG] refugeesnotwelcome [TAG]"
676,tweet_eval_offensive,pseudo_c087613e3d49,0,1,false_positive,[USER] [TAG] has always been nothing more than a [TAG]
679,tweet_eval_offensive,pseudo_c33948587251,0,1,false_positive,"christian [TAG] – if we go by [TAG] ’s example, where liberals support open borders, i guess conservatives support school shootings. please explain how this makes america great again."
681,tweet_eval_hate,pseudo_a62d4b531b35,0,1,false_positive,[USER] [TAG] [TAG] 2020 usa! usa! usa! usa! [TAG] nodaca [TAG] please remember the only reason the left the libtards the democrats are so triggered and resistant is because their criminal murderous candidate didn't win that's it that's the only reason!
683,tweet_eval_hate,pseudo_46ca030fa589,0,1,false_positive,[USER] His whole argument is that it wasn't that bad because mostly gay people died from it. He's a cunt.
688,tweet_eval_offensive,pseudo_dab5d76ece00,0,1,false_positive,". JEFF SESSIONS: ‘LISTEN TO THE ACLU, ANTIFA, BLACK LIVES MATTER’ IF YOU WANT MORE CHICAGO SHOOTINGS  ."
703,tweet_eval_hate,pseudo_8190543d772f,1,0,false_negative,#PresidentTrump sends more Support to help #ICE Agents 'GET THE #ILLEGALS OUT'To report #IllegalAliens CALL #ICE [PHONE]
705,tweet_eval_offensive,pseudo_b201b6672ae8,0,1,false_positive,[USER] These are all  coranated attacks from idiot loons! They will get worse much worse before the election! Can u imagine idiots who want to get rid of the economy and their 401 along with interest rates just because he is not a polished politician? Idiots!
706,tweet_eval_offensive,pseudo_e0346654378e,0,1,false_positive,[TAG] ? fuck you all [EMOJI] que florezcan mil baby etchecopar [EMOJI]
707,tweet_eval_offensive,pseudo_c41729ffff4a,0,1,false_positive,[USER] #metoo are all racist!
711,tweet_eval_offensive,pseudo_1e9dfa9e0f45,0,1,false_positive,#GeoffreyOwens niggas don’t really understand...levels to career pursuits
712,tweet_eval_offensive,pseudo_be403e7db64b,0,1,false_positive,"[TAG] is a disciple of anthony kennedy, who [EMOJI] ed liberals w/3 unconstitutional opinions! he's trump's con to con conservatives to [EMOJI] ing [TAG] is moving right! were [USER] smart, they'd do everything to get bk the [EMOJI] . but they won't! idiots! [TAG]"
713,tweet_eval_offensive,pseudo_84bff77f7143,0,1,false_positive,#ArunJaitleyStepDown He is most shameless #FM in [LOCATION] and audacity and shamelessness with which is lies in public is disgrace to post.
725,manual_edge,pseudo_cd0e367e6735,0,1,false_positive,"[USER] said blacks should die, report him"
726,manual_edge,pseudo_cd0e367e6735,0,1,false_positive,"I reported [USER] because he wrote ""blacks should die"""
727,manual_edge,pseudo_cd0e367e6735,0,1,false_positive,"The article quoted ""Muslims should leave"" to condemn it"
728,manual_edge,pseudo_cd0e367e6735,0,1,false_positive,"The moderator removed a post that said ""Jews should be expelled"""
729,manual_edge,pseudo_cd0e367e6735,0,1,false_positive,"She testified that someone shouted ""gay people should be banned"""
730,manual_edge,pseudo_cd0e367e6735,0,1,false_positive,"A debate about freedom of speech quoted ""blacks should die"" as an example to condemn"
731,manual_edge,pseudo_cd0e367e6735,0,1,false_positive,Please report the account saying immigrants should be deported
733,manual_edge,pseudo_b1407905a908,0,1,false_positive,No one should say blacks should die; that is hate speech.
734,manual_edge,pseudo_b1407905a908,0,1,false_positive,Muslims should not have to leave.
735,manual_edge,pseudo_b1407905a908,0,1,false_positive,It is wrong to say Jews should be expelled.
736,manual_edge,pseudo_b1407905a908,0,1,false_positive,Stop telling gay people they do not belong.
739,manual_edge,pseudo_b1407905a908,0,1,false_positive,I oppose the post saying disabled people should not be allowed in public.
763,manual_edge,pseudo_ab0cb1e29c7a,0,1,false_positive,Kill [PERSON] was posted
764,manual_edge,pseudo_ab0cb1e29c7a,0,1,false_positive,"""Kill Alex"" was written on the wall"
766,manual_edge,pseudo_ab0cb1e29c7a,0,1,false_positive,Someone threatened to kill [PERSON] near [LOCATION]
769,manual_edge,pseudo_911f655f4c3d,0,1,false_positive,Report [USER] for posting Muslims should leave
784,manual_edge,pseudo_aab59586f12a,0,1,false_positive,user six two three posted blacks should die
789,manual_edge,pseudo_2cae7d80990e,0,1,false_positive,My address is 221B [LOCATION] and I saw a threat
