source,author_id,text,hsd_answer
dynahate,pseudo_c07a335cba02,"Refugees are forced to leave their countries because of islamic culture for sure in addition to war, violence, and/or famine.",1
measuring_hate_speech,pseudo_db72e9e324fa,why u posting dis shit. we treating these hoes like hoes fuck john,0
dynahate,pseudo_93469d81ea3a,"I know some european teens who joined ISIS out of sheer boredom. For muslims on the other hand, it's all about the thrill of killing and the adrenaline",1
davidson,pseudo_ff4cc6c6c3bd,Happy birthday bitch &#128526;@THEalexflores10 http://t.co/2fBKhkQiJa,0
hatexplain,pseudo_2bf77a5c4f3f,do you really think this black ghetto whore would stand a chance her husband was a loser and people know she was racist spent money like it wa water and almost starved our kids to death with her lunch programs be like running hillary again,0
measuring_hate_speech,pseudo_a6ca35ddefe3,And guess what your a jealous gay fucking dickhead u suck dick every day you get hard when you see your dad,1
hatecheck,pseudo_315421333faf,Women are a virus. ,1
hatexplain,pseudo_7274bbaa9be1,do not lose sight of the fact that the violence does not happen if violent protestors do not show up if the alt right dudes were there by themselves none of this drama happens i am just sayin if a nigga wanna brandish a swatstika or confederate flag then let him do it,0
measuring_hate_speech,pseudo_9ae714819805,"""We need to bring in immigrants to do the jobs whites won't do."" What jobs weren't getting done before the immigrants again? URL",0
hatemoji_build,pseudo_741672261246,let's wipe out every single 👳🏿‍♂️ that will destroy us,1
hatexplain,pseudo_270a50b7587a,<user> i am a muslim wish you one and all merry christmas 🎄,0
hatemoji_check,pseudo_a70633ab4eb5,I hate m0ngs,1
toxic_spans,pseudo_a5e54a2a7043,Gun or not he was hell bent on killing the man who got his woman! Crime of entitlement! Lock his ass up for Life in Seward!,0
measuring_hate_speech,pseudo_1f7854c69afb,your mother would've done better letting you dribble down her thigh. Who'd of thought a man could pump so much stupid in to one cum shot. I'm sure your father regrets you every day of your sad little existence.,1
measuring_hate_speech,pseudo_c288ef870bcd,#90dayfienca larrisa ur a HO not even devoirced yet and fucking another dude and the only reason ur in America cause for a green card! Ur a dirty bitch and money hungry I hope ur ass gets deported,1
toxic_spans,pseudo_f34ca97bceed,"What a scumbag, mercilessly killing a 3 year old, death would be too good for him, because when he faces his judgment day it will be followed with an express elevator down or non-existence.",0
hatexplain,pseudo_46f2ff21ccb2,the msm terminology went from illegal aliens to undocumented immigrants to just immigrants over the last couple of years i know many legal immigrants that i am glad are here deliberately confounding those people with law breakers is disgusting newspeak msm illegals propaganda,0
toxic_spans,pseudo_172e05f3f258,"You're an utter twit.
An entire industry was set up to provide Trumpettes with fake news, and the chief purveyor of False News...Steve Bannon...is Trump's right hand man.
You Trumpettes would have squealed like stuck pigs if the Editor of WAPO had left to join the Clinton White House...but you can't see the insanity of  Bannon shilling for Trump.",0
toxic_spans,pseudo_69063c328cc2,I bet they felt stupid for treating a wild animal like a pet. Hope they learned a lesson.,0
measuring_hate_speech,pseudo_8a521be58f00,That's because Italy wasn't worth fighting for but America was. The Italian resistance should have just moved to America and gotten some decent equipment and support. Perhaps the same way American Jews push liberal stepper laws and think America isn't worth fighting for but Israel is an armed camp.,0
hatemoji_build,pseudo_c7b509a1b639,👑 that nigga,0
measuring_hate_speech,pseudo_504d40c064b1,"@ruth depew If that's the case then we can teach Americans the skills to do the jobs. I'm sure most Americans would rather have a good paying job then be unemployed, flip burgers, or out on the streets. We really don't need that many immigrants coming in.",0
measuring_hate_speech,pseudo_671c51cb11dd,I realy love moroccans,0
measuring_hate_speech,pseudo_06e2e2d84f98,bitch ur white.,0
hatexplain,pseudo_888da4371a97,miss lindsey is john mccains boy toy miss lindsey is a demented faggot,0
measuring_hate_speech,pseudo_af31ea393309,"So can someone please give me the DL on this channel?  I know the main guy is some sort of bodybuilder. But is he/ or him and the camera man a gay couple with a monkey baby? Not that it matters, I'm just slightly confused about his back round.",0
dynahate,pseudo_01ed6e3bbe31,the jewish bloke over the road went to tesco with me last week and we found some kosher meat,0
measuring_hate_speech,pseudo_92401ae9b873,Not to be antisemitic or anything but I really hope we put all these pedophiles in jail,0
dynahate,pseudo_689ab1a0b5cc,tell me how you expect me to believe that snobby people even know what the meaning of politeness is. I have never met one who is and I doubt I ever will.,0
measuring_hate_speech,pseudo_6b1ba6009a69,"@Agri_EC This is a disgrace to an African country, look how apartheid is let to continue.. 😲",0
davidson,pseudo_52a938b2c309,#mt #goauche #monkey #oldpainting #vinyl #jazz #lounge http://t.co/hueH4HCxx7,0
hatexplain,pseudo_10de184db3b8,ppl fuckin retarded,0
toxic_spans,pseudo_7a62ba64b65c,Rumor has it you plan on visiting mother Russia so that you can kiss Putin's butt in person.  Enjoy.  Hows your sex change coming?,0
dynahate,pseudo_2eafaae3a096,"topic of the day - ""Man Defends Himself Against Two Black Women who are trying to kill him At Hot Dog Stand"". This is so surprise, black women are so entitled.",1
measuring_hate_speech,pseudo_a25e9cc6fda4,"The bible is full of bullshit, nonsense and fairytales. Screw your bible.",0
measuring_hate_speech,pseudo_a42664ad16e6,Maybe there shouldn't be a heads up about deportation of illegal criminals? Just Do it!,1
hatexplain,pseudo_1e18b05a26ef,<user> you turned it on and it was censoring by default now please explain how users like <user> are were marked nsfw by default signed gab fam you fucking sand nigger piece of censoring shit mute button downvote censorship punishment system nsfw tag conflation <number>,1
hatexplain,pseudo_09e24690bf4e,still the same nigga i am evolving doe,0
measuring_hate_speech,pseudo_78ac8eea5368,"Typical overreacting - the issue isn't that you claim to be exceptional in one thing with very low odds, but many. Your continuing overreactions just illustrate my point. I doubt you have a micro peen - but maybe given your obvious beta tendencies like hating women.",0
measuring_hate_speech,pseudo_8889c8743bc2,"Wouldn't the blame be partially put on the people lying to him and convincing him there is a white genocide and he's part of the most oppressed group in the world, and that there are secret groups making sure life sucks for him?",0
dynahate,pseudo_f32a674fe748,if you're a glasses wearer you should stick to your kind and only mix with other glasses wearers,0
measuring_hate_speech,pseudo_334660934e8e,Your plan of killing Americans off with drugs and flooding it with greedy foreign peasants is working! Joy!!!,1
measuring_hate_speech,pseudo_68075ab5046e,Tbh the virgin Mary prolly wasnt a virgin and just lied and fucked shit up trying to cover her tracks.,0
dynahate,pseudo_a2142af19dd5,there's a plague of hungry kids in my kitchen after school!,0
dynahate,pseudo_d4aec5823eee,all muslims like yourself are a disgrace on the country ...pls educate yourself our of it,1
hatexplain,pseudo_5ff39c233985,as a white person i am sick and tired of being judged by the colour of my skin by people who have complained for decades about being judged by the colour of theirs,0
toxic_spans,pseudo_17a69cfe6f92,About 90 million dollars for an ineffective knee jerk reaction from the mentally imbalanced Trump.,0
hatemoji_build,pseudo_28447934a0f4,their accent is just ridiculous 😂,0
measuring_hate_speech,pseudo_ea0c724b4eff,#stopeatingmeat and worship Almighty God Kabir... URL,0
dynahate,pseudo_542ec8764c18,"Men are very impolite, I find, especially the ones that think they are exotic and arent!",0
dynahate,pseudo_0f3b6398c54a,i hate blacking out,0
convabuse,pseudo_e40dc47edceb,Can you stop asking me questions please,0
davidson,pseudo_625146a48058,I was damn near flossing with the bitch's tampon string. Awful &#8220;@TaeCocky: Have anything stopped you from eating pussy? If so what was it?&#8221;,0
dynahate,pseudo_4cb642b317d4,"they marry women, procreate, divorce, repeat, spreading their lies on love.",0
hatecheck,pseudo_1f7e0e7e22cf,"As far as I am concerned, black people can all go fuck themselves. ",1
davidson,pseudo_77778a9986ae,hoe ass nigga &#128569;,1
measuring_hate_speech,pseudo_fb448f55ab10,incel draft bro if u don't get some coochie by the time ur 18 they send u to the incel corps to fight the most useless pointless and dangerous wars until u either become a chad or die,0
convabuse,pseudo_cef44587be0c,you're no help at all,0
toxic_spans,pseudo_84af6397f965,"Go check your nylon net, kill kill kill!",0
hatemoji_build,pseudo_b8e595a57177,he 👨🏾‍⚖️ was just nothing but a homo and an idiot,1
hatexplain,pseudo_3d256a2c16f3,the neo pagan classical alt right will worship a genderqueer odin a gay hitler and the 3 rd season of the wire on blu ray gonna be big,0
hatexplain,pseudo_f01d0e2cefb1,there a big difference asia is full of asians with nobody screaming for diversity africa is full of africans etc other groups have reserve populations we do not north america europe and australia are our home populations,0
dynahate,pseudo_f8a206067e25,"Right so when a country like Japan acts like this, they are bad and their culture is backwards and subhuman. But when the west does this (despite advertising the complete opposite and smugly claims moral superiority over everybody else on Earth with this propaganda) the self-interest is completely justified and understandable and all the refugees at sea deserve to die. Fucking hypocrites.",0
davidson,pseudo_d173a270182d,My bestfriend is the BIGGEST bitch I know. That's why we are best friends lol.,0
measuring_hate_speech,pseudo_fa1aff8bdd87,"1. Love your God within, the Truth in Heaven 2. Love and protect your neighbor as yourself URL",0
measuring_hate_speech,pseudo_7909d182ceef,"@HamasInfoEn @hazemamgad15 #RevokeBalfourDeclaration #FreePalestine Israel broke the conditions, therefor Israel Is Illegal and all land empires zionists illegally annexed must be returned to the Palestinians. #HandsOffJerusalem",0
hatexplain,pseudo_a5847028e002,<user> yea both sides need to stop being retarded,0
measuring_hate_speech,pseudo_cd63f6989ff6,Eat dick retard,1
davidson,pseudo_8c220348759a,RT @asap_marlene: &#128546; a bitch that don't like you always gone think you ugly. &#128514;&#128513;&#128564;,0
dynahate,pseudo_125b60918ca8,"French people are often accused of being rude but in reality if you are polite to us, we will respond in kind",0
hatexplain,pseudo_ebaad690c017,you retards do not even know what a t4 form is,0
toxic_spans,pseudo_2eac31b50e63,"Not just dumb, but full of misleading statements and innuendo both about Trump and the American people.  Surprised they even published it, even as an opinion piece.",0
dynahate,pseudo_27416d508007,"you can take trash out of the 3rd world, but you can't take the 3rd world out of trash.",1
dynahate,pseudo_388c0b5b544a,"I'm Indo with Indo parents and Indo grandparents except one who is fully German. My mom's side is a true Indo family (they live traditionally like animals) and even though my dad's family largely lives abroad, the family members I've been in touch with were all identifying as Indo too.",1
measuring_hate_speech,pseudo_1f525181a1be,"I'm not saying you said that, I'm just saying that if you find a slur offensive (in this case the word niga) you'd find every other slur offensive. For me it's the opposite, I find none of them offensive because unless the context is bad no one should give a shit. I can call my black friend ""niga"" in a friendly way or in an evil way. There's a difference",1
hatexplain,pseudo_cd5afbdf3fdd,louis said i am only here to collect my award and get the fuck out of these premios tvynovelas usa edition bye hoes i love you all 💋,0
measuring_hate_speech,pseudo_e2d26ae4b37e,"well, I dont want to be that guy, but Mulan was from Xianbei race, which does have members that were more caucasian looking than Asian looking, so it wouldn't really be much of a problem seeing a white Mulan, I actually think it would be fun to see a white Mulan",0
davidson,pseudo_ccbd8f5f7a1b,"""Who the fuck you callin jiggaboo, nigga?!""",1
davidson,pseudo_696538edff0a,RT @llvvzz: Twitter should dump the little blue bird mascot and just officially change it to a set of boobs.,0
dynahate,pseudo_1eb14677caf7,The Treatment for dysphoria is transitioning. The evidence is clear on this. Here are a couple of many sources on the positive effects of transitioning.,0
hatemoji_build,pseudo_591ced3c8cd7,all these songs are the 💣,0
measuring_hate_speech,pseudo_3593f7b4a7bc,I would fuck both of your holes using two fingers in one and switch them off 🤤,1
measuring_hate_speech,pseudo_87bd085c6807,"Interesting. I was born and raised in Taiwan and identify fiercely as a Taiwanese, but when referring to my ""ethnicity"" I always go with (Han) Chinese instead of Taiwanese (which is my nationality). You can be both and I don't think there's anything to be ashamed of.",0
measuring_hate_speech,pseudo_11498e55b64b,Can there he any doubt at all that America is and always has been a racist country? There is zero possibility of this ever being done to a white person. Every American should hang their head in shame. URL,0
dynahate,pseudo_7d2ee9ae8d0e,"either john oliver is of jewish descent, or he's the origin of the eternal anglo meme because god damn look at that nose, that physiognomy.",1
davidson,pseudo_0568222b823f,@BigQuinn_Liam @RJ_Diego11 did you get your volcano yet faggot,0
convabuse,pseudo_0afba8705316,no,0
measuring_hate_speech,pseudo_254fb89f2854,Get ready for riots New York. When black folks don't get their lynch mob justice. They start breaking stuff.,1
toxic_spans,pseudo_72b60266270c,"""Doing the Dozens""?

""Yo' momma is so fat, gravy runs out every morning when she puts in her earrings!""",0
dynahate,pseudo_8c8759ed306e,I am not racist but I wouldn't want a curry munching wife,1
davidson,pseudo_bd59709228ca,If you was a bitch nigga in 2013 you still Gona be a bitch nigga in 2014 &#128175;&#128175;,0
measuring_hate_speech,pseudo_45842171bd00,I mean the Jews are giving the torch to Israel to make the Palestinian suffer.,0
davidson,pseudo_c0ea6fead4d6,"&#128557;&#128557;&#128557; RT @VineForTheByrd: Bae: go text your hoes 
Me: https://t.co/5PAfEceL1i",0
dynahate,pseudo_12441190641b,"That's ok, mate, heaven will be then. You'll stay with all the beasts. Didn't see any of you the other day.",0
toxic_spans,pseudo_41b75c920146,"Here, I can sum it up in one sentence: Carry a high caliber handgun or rifle and if a bear pursues you, shoot it.",0
dynahate,pseudo_120ac6310b0e,One day gardens will be outlawed and only  criminals will grow  food,0
measuring_hate_speech,pseudo_8443857c056a,"anti zion, okay then you islamic pig, now try fighting the combined forces of the US, UK, and any other nation that would join the battle.",1
measuring_hate_speech,pseudo_a98cf607ea1c,"She is genuinely hideous, a dumb, mentally ill fascist",1
davidson,pseudo_0f86144ddeb6,RT @Cocaine_Papii: If you don't make her go to sleep after y'all fucked then your pipe game trash,0
dynahate,pseudo_59298efbc914,These white women look like this swan,1
dynahate,pseudo_4025b5eddfe4,I do not think that all blacks are scum,0
dynahate,pseudo_7df477b933ec,black people are gross,1
davidson,pseudo_8a7299330dfa,"RT @WeAreGirICodes: ""nah go talk to ur hoes since u dont wanna text back n shit"" http://t.co/LmpA15kAiZ",0
toxic_spans,pseudo_c042a1ba2266,That b*itch ain't gettin my car no matter what that Feminazi divorce judge sez...,0
hatecheck,pseudo_ca8b347c3bf6,"You can't seriously believe that ""gay people are lesser beings"". ",0
hatexplain,pseudo_1a9545901820,how dare you oakland mayor libby schaaf and governor jerry brown put our national security at risk think that illegal immigrants are more important than american citizens put american citizens and law enforcement officers lives in danger,0
davidson,pseudo_810bcbe0ad71,RT @HBCUfessions: All these hoes want is sum Good Dick &amp; attention -All HBCU,0
davidson,pseudo_8f348bd81f69,"RT @BitchNiggaAlexx: ""Go talk to your other hoes""

 http://t.co/daithpoTw5",0
toxic_spans,pseudo_ec50012c054a,"the facts are clear, the lunatic left like you are ignorant to the thousands of jobs across canada that this line will create and support,, the resistance to KM is alt left stupidity based on delusions not facts..",0
measuring_hate_speech,pseudo_d9f5431b13ba,Chapas are morons that want to give sex reassignment surgery to transvestites while in jail. On public dime.,0
dynahate,pseudo_603a8b1994f2,"It's utterly ridiculous to say that young men are interested only in drugs and crime and would never bother working out. When I heard this on TV, I burst out laughing. Anyone who belongs to a health club knows better than this. Commitment and presence is constant, above all among the young men, who never stop using everything in sight. Membership of 18-24 year olds is a highly profitable motif for gyms.",0
dynahate,pseudo_3a38b2496b88,"Well, I think Psychoanalysis of the fawning muse was undertaken and quite frankly I think hit the nail on the head whether bitches like it or not.And regardless of privacy laws and postings taken down from here it does not change the fact that bloody whores have shown the whole world where their addresses are in London in bloody vlogs so they can be chased and raped easily !",1
dynahate,pseudo_7f9fe3a6b1cd,Don't call them refugees! might i suggest humans?,0
toxic_spans,pseudo_a7d416a74732,FUCK YOU!!!!!,0
dynahate,pseudo_841a9544a55e,if you like the same sex you are worth less than dirt,1
toxic_spans,pseudo_cbfe5a84397c,Trump is a creep and a crook.  Our country is now a big joke.,0
toxic_spans,pseudo_de264a7f7df1,"Indeed, people the world over, all know that President Trump is a loser!",0
dynahate,pseudo_b12c9515c95b,"Nigel Farage tells the EU to fuck off in his last speech in the Brussels parliament today, wish he would tell all those immigrants to do one aswell",1
davidson,pseudo_0f743c0f7a7e,"RT @TheOnlyReed: Sooner or later ya pussy gon tell
Me the truth, let's hope it's not while I'm in it, cause Ima kill u",0
dynahate,pseudo_ed7eeb48001f,It is omnivores who are indigenous to this world and we lead the world. So what's this idiot taking about?,0
dynahate,pseudo_fa79cdcb687e,the kardashians are full of crap,0
dynahate,pseudo_be632c5dd471,I think memes like this one even though the're funny have a harsh underlying truth about them. I'm glad I see it but I really hope I don't get blinded again,0
dynahate,pseudo_cec6dbce731c,Lots of my closest mates are black but I still wouldn't date one,1
toxic_spans,pseudo_51ea51ac2b34,"You poor dumb f#ck.  This is the problem with elections, your vote counts the same as an intelligent persons vote.",0
davidson,pseudo_48451a8171c3,@jeffjam @toddgunter @cgoodwoman They do. Why else do teachers constantly bitch about pay?,0
dynahate,pseudo_f5e9ceca3317,Refugee Women are trash,1
dynahate,pseudo_589f0886ba5a,g@ys just lik3 to sl33p @round,1
measuring_hate_speech,pseudo_c83c18dfcb36,"""They open the door of the #Kabah to every oppressing transgressor and shut the gates of prison over noble free men of God.""  Don't forget the imprisoned scholars in your du'as tonight!  🤲🤲🤲 URL",0
toxic_spans,pseudo_8777d5b1e443,"Looks like we'll be sacrificed to try and appease the exposed elite (see pizzagate).

And isn't it odd that Trudeau's foundation looks like it models EXACTLY the corrupt Clinton Foundation?  Pay for play.  Even the name is the same.  How stupid are they?

But seriously, kill every Canadian and it won't change the climate one bit.  So yes this is absolutely ludicrous.  Enjoy trying to feed your family and heat your homes.",0
davidson,pseudo_89a2b79a0eec,@ZachIrving I called people kikes and a lot of fucks,0
hatexplain,pseudo_b90612c37ed2,i swear the domestic violence relationships be lasting a life time 😭,0
toxic_spans,pseudo_47a9b9c68e92,"You sir are have made an imbecilic comment (is that a even word?). That makes zero sense my friend. Anyhow idiots will be idiots. The guy couldn't pass the academy (assumption cause really who wants to be a CO right?) so he had to settle for a job that would satisfy his need for power over others. Investigators will probably find he abused his authority over criminals (though I find it hard to feel sorry for them). The law is the law and we as Gun owners must respect the law. In North Pole this clown is lucky he didn't get 2 in the chest for his dumb actions. In the interior a good amount are likely packing and are not afraid to protect themselves. Please remember the ""Stand your ground law"" is the law around these parts pal. Anyhow, keeping guns out the hands of those legally allowed to carry only permits Yahoo!'s like this to have power over us. Take Care Out There!!",0
hatexplain,pseudo_d53188ba6f45,exactly i d rather die than have a nigger or sandnigger doctor,1
davidson,pseudo_c05cb6aeda44,@bitchkrieg HBIC....... Head bitch in charge. Lol,0
davidson,pseudo_2df092456c93,I don't be crying over stripper bitches that left me for dudes with money tho. And. Singing about it.,0
convabuse,pseudo_90dbbc27f592,you are cool!,0
hatecheck,pseudo_69b071a8a880,I will embrace you and any other trans people like you. ,0
dynahate,pseudo_bfd6de221efb,For fuck's sake! Retards are such idiots!,1
dynahate,pseudo_27cc73cde559,"I would be ok with gay people if they only had long-term relationships, weren't fucking around and would you shut up",1
measuring_hate_speech,pseudo_b4bf002c2878,Ash like the jews lol,0
hatexplain,pseudo_a57940eef34d,so called churches are more interested in collecting $$ for harboring illeg aliens and importing mudslime to rape and murder us,1
toxic_spans,pseudo_d9746623e7ef,"And you were doing so well explaining your side and than, damn you had to bring out the race card and with that you LOSE!! Better luck next time!",0
toxic_spans,pseudo_dc78cbf1c7dd,Was she drunk in that interview? Or just an inept delivery of a hollow promise.,0
hatexplain,pseudo_65c3d97fa094,i am trying to figure out why a man would go to a lesbian joint to drink coffee nope nothing,0
davidson,pseudo_d4238331b99b,my chick badder than your basic bitches,0
hatexplain,pseudo_eb52602d8891,the lil girl who got her dread cut in school lies about the whole thing i know them white ppl having a field day in the comment section smh,0
dynahate,pseudo_6698766121f1,this wog blush tone shouldnt be allowed in this country,1
davidson,pseudo_8e47cb62f05d,@gallinofmilk fight me hoe,0
dynahate,pseudo_194fcae3a0ec,"Women love to BEG, SHAME and negotiate. But, they are really rubbish at negotiation.",1
davidson,pseudo_5cc11e86b894,I am the real vampire nigger.,0
davidson,pseudo_35e3367386db,DO IT DO IT! You'll still e a fag but do it(: &#8212; I'll pass Heidi. ;) http://t.co/UTttLmOLXO,0
toxic_spans,pseudo_3348d9e8b73d,"Oh no!  My argument was bad! Better pretend that wasn't the point I was making and hope no one notices!

Look.  You were hoisted on your own ignorant petard.  The proper response would be to slink away like the russian trolls, not to get mad at someone for responding to your specific argument.",0
toxic_spans,pseudo_88fc230445d2,How the innocents suffered  because of the witless stupidity of a single jerk.,0
hatexplain,pseudo_8bb49c6b9148,note how quickly the left wing hate media site nbc goes to bashing white people and citing far left hate group splc in reaction to an armenian act of violence,0
hatemoji_check,pseudo_4d2e5cb5ec68,I really can stand with women 😍,0
measuring_hate_speech,pseudo_d11b5806c91d,suck my cock and balls,0
davidson,pseudo_4ea01e5e6b92,My sister is such a bitch &#128514;&#9994; http://t.co/TsjmaQ62yb,0
davidson,pseudo_c6e925f13c38,@KimberlyyAye speaking of little bitch you didn't even do all your squats you little bitch kept talking to distract everyone else &#128530; &#128587;&#128064;&#128073;&#128590; icu,0
dynahate,pseudo_fb3dfdbcc40e,I wouldn't want a cripple husband,1
dynahate,pseudo_9f44fd681528,"Nice to see comments are now on, but it's probably because BF haven't figured out how to shut them off yet on the new system. Free speech is an absolute and this group would do well to remember it. Nationalists are entitled to ask questions, and how kosher the masters controlling this forum are; here, in Russia, the ME, the UK, or elsewhere. Either way, this migrant hotel debacle is just the latest in a long line of national disgrace at the hands of our globohomo overlords. Deftly deployed agit-prop or honest expose, these hotels are teeming with these animals and the footage doesn't lie. These invaders should all be considered enemy combatants and every single one should be sent back to their country of ethnic origin, or simply dropped in the ocean, it matters not so long as they aren't here...",1
toxic_spans,pseudo_98e8bb989b7b,"So basically Doug is saying that the Christians who run the west with their War against Drugs, War against Sex, Sin , freedom of speech and even men are just as radical as the Muslims in the east with their intolerant attitude toward freedom of speech, gays, and women?",0
davidson,pseudo_36cb0a590d3a,' when it comes to pussy I have no fucking friends' - hostel iii is really what we're watching right now,0
toxic_spans,pseudo_2622cb66e575,"What possesses these idiots to carry out such wanton acts of vandalism? did his mama not hug him enough, or maybe didn't give him enough cracks.  These subhumans needs to be taken to Kahoolawe and live with the undetonated bombs, and he should albatross killer with him.",0
davidson,pseudo_fd961562076d,Ihate a nosie bitch ',0
toxic_spans,pseudo_23119aab5118,"a little over a third of the Arizona electorate is registered Republican.

but hey!  if Mitch McConnell sez to do something McCain better do it!   

Cuz the Republican machine!  Damn the voters!",0
toxic_spans,pseudo_c001fad5baee,"So you can't answer the question, huh?  Prove that most black people killed by cops are killed by black cops. Let's start there with your race obsession. Let's see you provide some facts first. Killer strawman at the end, though.",0
davidson,pseudo_6c562001f7d4,@charlieecai ok!!!!! Stupid bitch,0
hatexplain,pseudo_7476e2dc2289,<user> legal immigrants is that hard for you to understand do i need to write it in crayons,0
hatexplain,pseudo_89834b540e16,what you think tomorrow the world will wake up to find all darkie flathead dindunuffins taking their last gasp,1
toxic_spans,pseudo_930b1b388f00,"Trump is an incompetent, unaware, mentally unbalanced buffoon.
His quote: I'm like a smart guy.
No, he's not like a smart guy, ….he's a self inflated imbecile.
He is the number one threat to our nation's security.
Congress should exercise it's responsibility and remove him from office now.",0
dynahate,pseudo_c533b6318bd5,females don't handle consequences very well.,1
toxic_spans,pseudo_ddddcd34851c,Doubt it ....what's the line from Forrest Gump...stupid is as stupid r's,0
davidson,pseudo_22e0aa41f131,"He needs too! We win titles when he smacks hoes! RT @mnymknmich: Big Ben gone smack ""another"" hoe after this lost &#128514;&#128514;&#128514; sorry @VonshayeB",0
measuring_hate_speech,pseudo_51fb8dbadbf5,"Loser, who user gay-dars anymore, its all in the anti-gay detector 3000s now. Get yourself together",0
hatemoji_check,pseudo_b83765177b8f,Somebody should just stab those w0men,1
hatemoji_check,pseudo_6f012a612f42,Let's just 💣 those 👳🏾,1
dynahate,pseudo_3d5023a7e81b,I find it difficult to believe that he doesn't even speak Arabic given that she clearly looks like a sand baboon,1
toxic_spans,pseudo_b0e74b56c21a,"When our pathetic racist president Obama said police acted stupidly in the D.C. case he declared open season on police across America. He is to blame for the racial divide in America today.  And in other news , blacks continued to slaughter other blacks last weekend in Chicago. Where is the protest over that ?  Black lives clearly don't matter if blacks are the ones doing the killing.",0
toxic_spans,pseudo_c0536454c075,"SEND the CHICKEN to PUERTO CESSPOOL
the SPICCK SCUM CAN SEE WHAT IT LOOKS LIKE---WITHOUT A PR PUNK RAPING IT
LETS ALL SEND PR A LIVE CHICKEN---THEY STILL NEED SEX PARTNERS",0
convabuse,pseudo_236bbe925f59,my auntie carla,0
hatemoji_check,pseudo_da2ff3e52bdb,Women are enlightened beings 😇,0
measuring_hate_speech,pseudo_ea7b0c686888,There are thousands of Singaporean citizens holding green card (PR) in the US bruh,0
dynahate,pseudo_ffb1f235265e,Our city is getting flooded with n!gers,1
convabuse,pseudo_f01d13d01e5f,auckland How do you know how much this emits?,0
hatexplain,pseudo_80d7ba6490ec,dear muslims take heed on your actions cause much is to be said to a country who has shooting ranges and women can shoot back and men can shoot natshit out of pepper so get on ur rug and pray u are gonna need it,1
measuring_hate_speech,pseudo_1cec2bd80705,"The n-word twitter post was probably meant to be an edgy 'joke', and then gradually the racism and bigotry turned unironic.",0
convabuse,pseudo_d1d1ecf9ed7a,how do carbon offsets work,0
davidson,pseudo_c307002f0772,"@El_Grillo1 Off to the east of your current location, on an east-facing slope (dry side of a dry place).",0
hatexplain,pseudo_e59d3c429690,oh really bo but you a wanker hax me lets play ball big nigger donkey,1
dynahate,pseudo_484509f40cd0,the saying of 'all muslims are terrorists' is accurate af,1
dynahate,pseudo_ddfdd2591f64,"Roma gypsies aren't really seen in the UK that much, let's keep it that way. I think they're mostly found in Eastern Europe.",1
toxic_spans,pseudo_cbe381ffe39a,"It's time to void that stupid decision, my opinion, that property belongs to all Alaskans not a select few, sorry. You can't just go
Lay claim to a ton of land just cause your ancestors ""roamed"" those lands. Who else would permit this insanity, Canada I guess but their socialist and we are not. Cue the but hurt...",0
toxic_spans,pseudo_84454cf881a0,"Hope you get a painful disease, and then tell your poor self in the mirror how you deserve nothing. Good luck jerk!",0
hatexplain,pseudo_d4ea3378f05e,problem is the jews have infinity niggers at their disposal theyve got niggers sand niggers and beaners enough to keep whites busy until you and i are dead,1
toxic_spans,pseudo_f289e9d5ab88,I love these career politicians who think they should be in office despite repeatedly losing elections. Must secretly be a masochist...,0
toxic_spans,pseudo_a45e5b32eb1e,Not NURSES! Gross,0
toxic_spans,pseudo_ce9857be9ddd,"clearly dante  a sick delusional liberal trolling idiot,,notice all he does is cut and paste the same thing over and over and over,,, what a clown",0
toxic_spans,pseudo_2fafbd5f9874,the ignorant bitch and her union thugs will not back off at all. they are making money off all this disaster.,0
hatexplain,pseudo_0fab51832a1a,the only reason why i support electric cars is because we need to stop funneling money to these retarded camel jockeys alternatively we can just invade their countries and genocide them but somehow i think that is less likely to happen,1
toxic_spans,pseudo_c51b9aadef00,Piece of shit post from a piece of shit poster.,0
toxic_spans,pseudo_a07d849acd1e,"""Complete and utter BS.""

Everything John publishes is BS - he is just a troll - and not even a good one at that",0
convabuse,pseudo_93ded0f073aa,dfgdfgd,0
measuring_hate_speech,pseudo_917c4976ba57,Maybe she should stop fucking stupid men.,0
hatexplain,pseudo_3a197af4d454,u fucking kike troll eat shit with your nazi obvious cuckfaggory,1
toxic_spans,pseudo_a57424423fcc,"Tim Kaine is not only a fool but apparently, a lousy lawyer too. Ditto senators like Pat Leahy who describe Russia as ""our sworn enemy"". Never in my lifetime has that been official U.S. policy toward Russia OR the Soviet Union. These people have no regard for how dumb they make themselves look.",0
hatexplain,pseudo_f33277034a6a,ibor is dumb boomer kike shill proposition only paul nehlen shall not censor is worth a while,1
toxic_spans,pseudo_97e080af564e,"For the love of God do NOT let this scumbag on our campus!  Stay out of our city!  You, nor any of these dumbass, inbred white-trash supremacists are wanted!  YOU ARE NOT WELCOME!",0
toxic_spans,pseudo_4af36bb14710,"If they don't like death threats (when they do stupid stuff), then go back to California (where doing stupid stuff is the norm).",0
toxic_spans,pseudo_94a7d17bc5f9,Weewili.... you are a pathetic  T - W # A * T,0
toxic_spans,pseudo_2f249af75d53,The ignorant and misinformed voted for Zoolander.,0
convabuse,pseudo_0f7bc7bb2f39,You can donate so I can buy my cream to produce more mushrooms growing in my pubes to end the war between the crabs and the worms,0
